name,tier,miniLvl,grouping,disambiguation,category,baseItem,baseInfluences,dimensions,retired,owned,altOwned,relic,updated,poedbUrl,poewikilink,foundBy,foundDateUTC,score,doubleCorrupted,enchanted,quality,grading,location,doubleInfluenced,sixLinked,whiteSocketCount
"Oriath's End",1,8,Uber,,Flask,"Bismuth Flask",,1x2,,1,,,,https://poedb.tw/us/Oriaths_End,https://www.poewiki.net/wiki/Oriath%27s_End,,,,,,,N/A,N/A,,,
"Original Sin",0,83,League,,Ring,"Amethyst Ring",,1x1,,1,,,,https://poedb.tw/us/Original_Sin,https://www.poewiki.net/wiki/Original_Sin,,,,,,,N/A,N/A,,,
"Ornament of the East",5,46,T5,,Claw,"Gut Ripper",,2x2,,1,,,,https://poedb.tw/us/Ornament_of_the_East,https://www.poewiki.net/wiki/Ornament_of_the_East,,,,,,,N/A,N/A,,,
"Oro's Sacrifice",5,67,T5,,Sword,"Infernal Sword",,2x4,,1,,,,https://poedb.tw/us/Oros_Sacrifice,https://www.poewiki.net/wiki/Oro%27s_Sacrifice,,,,,,,N/A,N/A,,,
Oskarm,4,52,T4,,Gloves,"Nubuck Gloves",,2x2,,1,,,,https://poedb.tw/us/Oskarm,https://www.poewiki.net/wiki/Oskarm,,,,,,,N/A,N/A,,,
Pacifism,3,20,Vaal_Orb,,Jewel,"Viridian Jewel",,1x1,,1,,,,https://poedb.tw/us/Pacifism,https://www.poewiki.net/wiki/Pacifism,,,,,,,N/A,N/A,,,
Painseeker,5,73,T5,,Gloves,"Shagreen Gloves",,2x2,,1,,,,https://poedb.tw/us/Painseeker,https://www.poewiki.net/wiki/Painseeker,,,,,,,N/A,N/A,,,
Paradoxica,2,66,League,,Sword,"Vaal Rapier",veiled,1x4,,1,,,,https://poedb.tw/us/Paradoxica,https://www.poewiki.net/wiki/Paradoxica,,,,,,,N/A,N/A,,,
"Perandus Blazon",5,20,T5,,Belt,"Cloth Belt",,2x1,,1,,,,https://poedb.tw/us/Perandus_Blazon,https://www.poewiki.net/wiki/Perandus_Blazon,,,,,,,N/A,N/A,,,
"Perandus Signet",3,75,T3,,Ring,"Paua Ring",,1x1,,1,,,,https://poedb.tw/us/Perandus_Signet,https://www.poewiki.net/wiki/Perandus_Signet,,,,,,,N/A,N/A,,,
Perepiteia,3,62,Pinnacle,,Shield,"Ezomyte Spiked Shield",synthesised,2x2,,1,,,,https://poedb.tw/us/Perepiteia,https://www.poewiki.net/wiki/Perepiteia,,,,,,,N/A,N/A,,,
Perfidy,3,82,T3,,"Body Armour","Glorious Plate",,2x3,,1,,,,https://poedb.tw/us/Perfidy,https://www.poewiki.net/wiki/Perfidy,,,,,,,N/A,N/A,,,
"Perquil's Toe",4,50,T4,,Amulet,"Gold Amulet",,1x1,,1,,,,https://poedb.tw/us/Perquils_Toe,https://www.poewiki.net/wiki/Perquil%27s_Toe,,,,,,,N/A,N/A,,,
Perseverance,4,73,T4,,Belt,"Vanguard Belt",,2x1,,1,,,,https://poedb.tw/us/Perseverance,https://www.poewiki.net/wiki/Perseverance,,,,,,,N/A,N/A,,,
"Pillar of the Caged God",5,13,T5,,Staff,"Iron Staff",,2x4,,1,,,,https://poedb.tw/us/Pillar_of_the_Caged_God,https://www.poewiki.net/wiki/Pillar_of_the_Caged_God,,,,,,,N/A,N/A,,,
"Pillars of Arun",5,74,T5,,Map,"Dunes Map",,1x1,,1,,,,https://poedb.tw/us/Pillars_of_Arun,https://www.poewiki.net/wiki/Pillars_of_Arun,,,,,,,N/A,N/A,,,
"Piscator's Vigil",4,59,T4,,Wand,"Imbued Wand",,1x3,,1,,,,https://poedb.tw/us/Piscators_Vigil,https://www.poewiki.net/wiki/Piscator%27s_Vigil,,,,,,,N/A,N/A,,,
"Pledge of Hands",3,68,Boss,,Staff,"Judgement Staff",,2x4,,1,,,,https://poedb.tw/us/Pledge_of_Hands,https://www.poewiki.net/wiki/Pledge_of_Hands,,,,,,,N/A,N/A,,,
"Plume of Pursuit",4,34,League,,Helmet,"Bone Circlet",,2x2,,1,,,,https://poedb.tw/us/Plume_of_Pursuit,https://www.poewiki.net/wiki/Plume_of_Pursuit,,,,,,,N/A,N/A,,,
"Polaric Devastation",3,78,Boss,,Ring,"Opal Ring",,1x1,,1,,,,https://poedb.tw/us/Polaric_Devastation,https://www.poewiki.net/wiki/Polaric_Devastation,,,,,,,N/A,N/A,,,
"Poorjoy's Asylum",5,71,T5,,Map,"Temple Map",,1x1,,1,,,,https://poedb.tw/us/Poorjoys_Asylum,https://www.poewiki.net/wiki/Poorjoy%27s_Asylum,,,,,,,N/A,N/A,,,
Powerlessness,3,20,Vaal_Orb,,Jewel,"Cobalt Jewel",,1x1,,1,,,,https://poedb.tw/us/Powerlessness,https://www.poewiki.net/wiki/Powerlessness,,,,,,,N/A,N/A,,,
Pragmatism,5,49,League,,"Body Armour","Colosseum Plate",,2x3,,1,,,,https://poedb.tw/us/Pragmatism,https://www.poewiki.net/wiki/Pragmatism,,,,,,,N/A,N/A,,,
Praxis,5,22,T5,,Ring,"Paua Ring",,1x1,,1,,,,https://poedb.tw/us/Praxis,https://www.poewiki.net/wiki/Praxis,,,,,,,N/A,N/A,,,
"Precursor's Emblem",3,16,League,Green,Ring,"Sapphire Ring",,1x1,,1,,,,https://poedb.tw/us/Precursors_Emblem,https://www.poewiki.net/wiki/Precursor%27s_Emblem,,,,,,,N/A,N/A,,,
"Precursor's Emblem",3,16,League,Red,Ring,"Ruby Ring",,1x1,,1,,,,https://poedb.tw/us/Precursors_Emblem,https://www.poewiki.net/wiki/Precursor%27s_Emblem,,,,,,,N/A,N/A,,,
"Precursor's Emblem",3,16,League,Red/Green/Blue,Ring,"Prismatic Ring",,1x1,,1,,,,https://poedb.tw/us/Precursors_Emblem,https://www.poewiki.net/wiki/Precursor%27s_Emblem,,,,,,,N/A,N/A,,,
"Precursor's Emblem",3,16,League,Red/Blue,Ring,"Two-Stone Ring",,1x1,,1,,,,https://poedb.tw/us/Precursors_Emblem,https://www.poewiki.net/wiki/Precursor%27s_Emblem,,,,,,,N/A,N/A,,,
"Precursor's Emblem",3,16,League,Green/Blue,Ring,"Two-Stone Ring",,1x1,,1,,,,https://poedb.tw/us/Precursors_Emblem,https://www.poewiki.net/wiki/Precursor%27s_Emblem,,,,,,,N/A,N/A,,,
"Precursor's Emblem",3,16,League,Red/Green,Ring,"Two-Stone Ring",,1x1,,1,,,,https://poedb.tw/us/Precursors_Emblem,https://www.poewiki.net/wiki/Precursor%27s_Emblem,,,,,,,N/A,N/A,,,
"Precursor's Emblem",3,16,League,Blue,Ring,"Topaz Ring",,1x1,,1,,,,https://poedb.tw/us/Precursors_Emblem,https://www.poewiki.net/wiki/Precursor%27s_Emblem,,,,,,,N/A,N/A,,,
"Presence of Chayula",2,25,League,,Amulet,"Onyx Amulet",,1x1,,1,,,,https://poedb.tw/us/Presence_of_Chayula,https://www.poewiki.net/wiki/Presence_of_Chayula,,,,,,,N/A,N/A,,,
"Primordial Eminence",3,20,League,,Jewel,"Viridian Jewel",,1x1,,1,,,,https://poedb.tw/us/Primordial_Eminence,https://www.poewiki.net/wiki/Primordial_Eminence,,,,,,,N/A,N/A,,,
"Primordial Harmony",3,20,League,,Jewel,"Cobalt Jewel",,1x1,,1,,,,https://poedb.tw/us/Primordial_Harmony,https://www.poewiki.net/wiki/Primordial_Harmony,,,,,,,N/A,N/A,,,
"Primordial Might",3,20,League,,Jewel,"Crimson Jewel",,1x1,,1,,,,https://poedb.tw/us/Primordial_Might,https://www.poewiki.net/wiki/Primordial_Might,,,,,,,N/A,N/A,,,
"Prism Guardian",2,68,T2,,Shield,"Archon Kite Shield",,2x3,,1,,,,https://poedb.tw/us/Prism_Guardian,https://www.poewiki.net/wiki/Prism_Guardian,,,,,,,N/A,N/A,,,
"Prismatic Eclipse",5,53,T5,,Sword,"Twilight Blade",,2x3,,1,,,,https://poedb.tw/us/Prismatic_Eclipse,https://www.poewiki.net/wiki/Prismatic_Eclipse,,,,,,,N/A,N/A,,,
Prismweave,5,25,T5,,Belt,"Rustic Sash",,2x1,,1,,,,https://poedb.tw/us/Prismweave,https://www.poewiki.net/wiki/Prismweave,,,,,,,N/A,N/A,,,
"Profane Proxy",3,52,T3,,Ring,"Unset Ring",,1x1,,1,,,,https://poedb.tw/us/Profane_Proxy,https://www.poewiki.net/wiki/Profane_Proxy,,,,,,,N/A,N/A,,,
Progenesis,1,18,Uber,,Flask,"Amethyst Flask",,1x2,,1,,,,https://poedb.tw/us/Progenesis,https://www.poewiki.net/wiki/Progenesis,,,,,,,N/A,N/A,,,
"Pure Talent",2,20,T2,,Jewel,"Viridian Jewel",,1x1,,1,,,,https://poedb.tw/us/Pure_Talent,https://www.poewiki.net/wiki/Pure_Talent,,,,,,,N/A,N/A,,,
"Putembo's Meadow",3,12,League,,Ring,"Topaz Ring",,1x1,,1,,,,https://poedb.tw/us/Putembos_Meadow,https://www.poewiki.net/wiki/Putembo%27s_Meadow,,,,,,,N/A,N/A,,,
"Putembo's Mountain",2,12,League,,Ring,"Topaz Ring",,1x1,,1,,,,https://poedb.tw/us/Putembos_Mountain,https://www.poewiki.net/wiki/Putembo%27s_Mountain,,,,,,,N/A,N/A,,,
"Putembo's Valley",4,12,League,,Ring,"Topaz Ring",,1x1,,1,,,,https://poedb.tw/us/Putembos_Valley,https://www.poewiki.net/wiki/Putembo%27s_Valley,,,,,,,N/A,N/A,,,
Pyre,3,8,T3,,Ring,"Sapphire Ring",,1x1,,1,,,,https://poedb.tw/us/Pyre,https://www.poewiki.net/wiki/Pyre,,,,,,,N/A,N/A,,,
"Pyroshock Clasp",4,54,T4,,Belt,"Leather Belt",,2x1,,1,,,,https://poedb.tw/us/Pyroshock_Clasp,https://www.poewiki.net/wiki/Pyroshock_Clasp,,,,,,,N/A,N/A,,,
"Qotra's Regulator",2,54,League,,Shield,"Sovereign Spiked Shield",,2x2,,1,,,,https://poedb.tw/us/Qotras_Regulator,https://www.poewiki.net/wiki/Qotra%27s_Regulator,,,,,,,N/A,N/A,,,
Quecholli,5,22,T5,,Mace,"Jagged Maul",,2x4,,1,,,,https://poedb.tw/us/Quecholli,https://www.poewiki.net/wiki/Quecholli,,,,,,,N/A,N/A,,,
"Queen of the Forest",3,59,T3,,"Body Armour","Destiny Leather",,2x3,,1,,,,https://poedb.tw/us/Queen_of_the_Forest,https://www.poewiki.net/wiki/Queen_of_the_Forest,,,,,,,N/A,N/A,,,
"Queen's Decree",5,27,T5,,Sword,"Ornate Sword",,2x4,,1,,,,https://poedb.tw/us/Queens_Decree,https://www.poewiki.net/wiki/Queen%27s_Decree,,,,,,,N/A,N/A,,,
"Quickening Covenant",3,20,Vaal_Orb,,Jewel,"Viridian Jewel",,1x1,,1,,,,https://poedb.tw/us/Quickening_Covenant,https://www.poewiki.net/wiki/Quickening_Covenant,,,,,,,N/A,N/A,,,
"Quill Rain",4,5,T4,,Bow,"Short Bow",,2x3,,1,,,,https://poedb.tw/us/Quill_Rain,https://www.poewiki.net/wiki/Quill_Rain,,,,,,,N/A,N/A,,,
"Rain of Splinters",3,50,Vaal_Orb,,Jewel,"Crimson Jewel",,1x1,,1,,,,https://poedb.tw/us/Rain_of_Splinters,https://www.poewiki.net/wiki/Rain_of_Splinters,,,,,,,N/A,N/A,,,
Rainbowstride,3,53,T3,,Boots,"Conjurer Boots",,2x2,,1,,,,https://poedb.tw/us/Rainbowstride,https://www.poewiki.net/wiki/Rainbowstride,,,,,,,N/A,N/A,,,
"Rakiata's Dance",0,70,T0,,Sword,"Engraved Greatsword",,2x4,,1,,,,https://poedb.tw/us/Rakiatas_Dance,https://www.poewiki.net/wiki/Rakiata%27s_Dance,,,,,,,N/A,N/A,,,
"Ralakesh's Impatience",1,36,T1,,Boots,"Riveted Boots",,2x2,,1,,,,https://poedb.tw/us/Ralakeshs_Impatience,https://www.poewiki.net/wiki/Ralakesh%27s_Impatience,,,,,,,N/A,N/A,,,
"Rashkaldor's Patience",3,48,T3,,Amulet,"Jade Amulet",,1x1,,1,,,,https://poedb.tw/us/Rashkaldors_Patience,https://www.poewiki.net/wiki/Rashkaldor%27s_Patience,,,,,,,N/A,N/A,,,
"Rat's Nest",5,55,T5,,Helmet,"Ursine Pelt",,2x2,,1,,,,https://poedb.tw/us/Rats_Nest,https://www.poewiki.net/wiki/Rat%27s_Nest,,,,,,,N/A,N/A,,,
"Rathpith Globe",2,68,T2,,Shield,"Titanium Spirit Shield",,2x2,,1,,,,https://poedb.tw/us/Rathpith_Globe,https://www.poewiki.net/wiki/Rathpith_Globe,,,,,,,N/A,N/A,,,
"Rational Doctrine",1,20,Uber,,Jewel,"Cobalt Jewel",synthesised,1x1,,1,,,,https://poedb.tw/us/Rational_Doctrine,https://www.poewiki.net/wiki/Rational_Doctrine,,,,,,,N/A,N/A,,,
"Ravenous Passion",2,44,Uber,,Helmet,"Zealot Helmet",,2x2,,1,,,,https://poedb.tw/us/Ravenous_Passion,https://www.poewiki.net/wiki/Ravenous_Passion,,,,,,,N/A,N/A,,,
"Razor of the Seventh Sun",3,77,T3,,Sword,"Midnight Blade",,2x3,,1,,,,https://poedb.tw/us/Razor_of_the_Seventh_Sun,https://www.poewiki.net/wiki/Razor_of_the_Seventh_Sun,,,,,,,N/A,N/A,,,
"Reach of the Council",3,64,T3,,Bow,"Spine Bow",,2x4,,1,,,,https://poedb.tw/us/Reach_of_the_Council,https://www.poewiki.net/wiki/Reach_of_the_Council,,,,,,,N/A,N/A,,,
Realmshaper,5,13,T5,,Staff,"Iron Staff",,2x4,,1,,,,https://poedb.tw/us/Realmshaper,https://www.poewiki.net/wiki/Realmshaper,,,,,,,N/A,N/A,,,
"Reaper's Pursuit",5,33,T5,,Axe,"Shadow Axe",,2x4,,1,,,,https://poedb.tw/us/Reapers_Pursuit,https://www.poewiki.net/wiki/Reaper%27s_Pursuit,,,,,,,N/A,N/A,,,
Rearguard,4,31,T4,,Quiver,"Blunt Arrow Quiver",,2x3,,1,,,,https://poedb.tw/us/Rearguard,https://www.poewiki.net/wiki/Rearguard,,,,,,,N/A,N/A,,,
"Rebuke of the Vaal",3,64,T3,,Sword,"Vaal Blade",,2x3,,1,,,,https://poedb.tw/us/Rebuke_of_the_Vaal,https://www.poewiki.net/wiki/Rebuke_of_the_Vaal,,,,,,,N/A,N/A,,,
"Reckless Defence",3,20,Vaal_Orb,,Jewel,"Cobalt Jewel",,1x1,,1,,,,https://poedb.tw/us/Reckless_Defence,https://www.poewiki.net/wiki/Reckless_Defence,,,,,,,N/A,N/A,,,
Redbeak,5,1,T5,,Sword,"Rusted Sword",,1x3,,1,,,,https://poedb.tw/us/Redbeak,https://www.poewiki.net/wiki/Redbeak,,,,,,,N/A,N/A,,,
"Redblade Band",3,55,League,,Ring,"Unset Ring",,1x1,,1,,,,https://poedb.tw/us/Redblade_Band,https://www.poewiki.net/wiki/Redblade_Band,,,,,,,N/A,N/A,,,
"Redblade Banner",3,35,League,,Shield,"Painted Tower Shield",,2x4,,1,,,,https://poedb.tw/us/Redblade_Banner,https://www.poewiki.net/wiki/Redblade_Banner,,,,,,,N/A,N/A,,,
"Redblade Tramplers",3,46,League,,Boots,"Ancient Greaves",,2x2,,1,,,,https://poedb.tw/us/Redblade_Tramplers,https://www.poewiki.net/wiki/Redblade_Tramplers,,,,,,,N/A,N/A,,,
Reefbane,0,50,T0,,"Fishing Rod","Fishing Rod",,1x4,,1,,,,https://poedb.tw/us/Reefbane,https://www.poewiki.net/wiki/Reefbane,,,,,,,N/A,N/A,,,
"Relentless Fury",5,29,T5,,Axe,"Decorative Axe",,2x3,,1,,,,https://poedb.tw/us/Relentless_Fury,https://www.poewiki.net/wiki/Relentless_Fury,,,,,,,N/A,N/A,,,
"Relic of the Pact",3,30,League,,Wand,"Sage Wand",,1x3,,1,,,,https://poedb.tw/us/Relic_of_the_Pact,https://www.poewiki.net/wiki/Relic_of_the_Pact,,,,,,,N/A,N/A,,,
Repentance,3,66,T3,,Gloves,"Crusader Gloves",,2x2,,1,,,,https://poedb.tw/us/Repentance,https://www.poewiki.net/wiki/Repentance,,,,,,,N/A,N/A,,,
"Replica Abyssus",2,60,League,,Helmet,"Ezomyte Burgonet",replica,2x2,,1,,,,https://poedb.tw/us/Replica_Abyssus,https://www.poewiki.net/wiki/Replica_Abyssus,,,,,,,N/A,N/A,,,
"Replica Advancing Fortress",4,46,League,,Claw,"Gut Ripper",replica,2x2,,1,,,,https://poedb.tw/us/Replica_Advancing_Fortress,https://www.poewiki.net/wiki/Replica_Advancing_Fortress,,,,,,,N/A,N/A,,,
"Replica Alberon's Warpath",1,49,League,,Boots,"Soldier Boots",replica,2x2,,1,,,,https://poedb.tw/us/Replica_Alberons_Warpath,https://www.poewiki.net/wiki/Replica_Alberon%27s_Warpath,,,,,,,N/A,N/A,,,
"Replica Allelopathy",3,41,League,,Gloves,"Satin Gloves",replica,2x2,,1,,,,https://poedb.tw/us/Replica_Allelopathy,https://www.poewiki.net/wiki/Replica_Allelopathy,,,,,,,N/A,N/A,,,
"Replica Allure",2,66,League,,Claw,"Vaal Claw",replica,2x2,,1,,,,https://poedb.tw/us/Replica_Allure,https://www.poewiki.net/wiki/Replica_Allure,,,,,,,N/A,N/A,,,
"Replica Alpha's Howl",3,64,League,,Helmet,"Sinner Tricorne",replica,2x2,,1,,,,https://poedb.tw/us/Replica_Alphas_Howl,https://www.poewiki.net/wiki/Replica_Alpha%27s_Howl,,,,,,,N/A,N/A,,,
"Replica Ambu's Charge",4,43,League,,"Body Armour","Crusader Chainmail",replica,2x3,,1,,,,https://poedb.tw/us/Replica_Ambus_Charge,https://www.poewiki.net/wiki/Replica_Ambu%27s_Charge,,,,,,,N/A,N/A,,,
"Replica Atziri's Acuity",1,63,League,,Gloves,"Vaal Gauntlets",replica,2x2,,1,,,,https://poedb.tw/us/Replica_Atziris_Acuity,https://www.poewiki.net/wiki/Replica_Atziri%27s_Acuity,,,,,,,N/A,N/A,,,
"Replica Atziri's Foible",2,3,League,,Amulet,"Paua Amulet",replica,1x1,,1,,,,https://poedb.tw/us/Replica_Atziris_Foible,https://www.poewiki.net/wiki/Replica_Atziri%27s_Foible,,,,,,,N/A,N/A,,,
"Replica Badge of the Brotherhood",2,20,League,,Amulet,"Turquoise Amulet",,1x1,,1,,,,https://poedb.tw/us/Replica_Badge_of_the_Brotherhood,https://www.poewiki.net/wiki/Replica_Badge_of_the_Brotherhood,,,,,,,N/A,N/A,,,
"Replica Bated Breath",0,2,League,,Belt,"Chain Belt",replica,2x1,,1,,,,https://poedb.tw/us/Replica_Bated_Breath,https://www.poewiki.net/wiki/Replica_Bated_Breath,,,,,,,N/A,N/A,,,
"Replica Bitterdream",4,32,League,,Mace,"Shadow Sceptre",replica,2x3,,1,,,,https://poedb.tw/us/Replica_Bitterdream,https://www.poewiki.net/wiki/Replica_Bitterdream,,,,,,,N/A,N/A,,,
"Replica Blood Thorn",4,4,League,,Staff,"Gnarled Branch",replica,1x4,,1,,,,https://poedb.tw/us/Replica_Blood_Thorn,https://www.poewiki.net/wiki/Replica_Blood_Thorn,,,,,,,N/A,N/A,,,
"Replica Bloodplay",4,15,League,,Dagger,Stiletto,replica,1x3,,1,,,,https://poedb.tw/us/Replica_Bloodplay,https://www.poewiki.net/wiki/Replica_Bloodplay,,,,,,,N/A,N/A,,,
"Replica Bones of Ullr",3,22,League,,Boots,"Silk Slippers",replica,2x2,,1,,,,https://poedb.tw/us/Replica_Bones_of_Ullr,https://www.poewiki.net/wiki/Replica_Bones_of_Ullr,,,,,,,N/A,N/A,,,
"Replica Cold Iron Point",2,62,League,,Dagger,"Ezomyte Dagger",replica,1x3,,1,,,,https://poedb.tw/us/Replica_Cold_Iron_Point,https://www.poewiki.net/wiki/Replica_Cold_Iron_Point,,,,,,,N/A,N/A,,,
"Replica Cortex",0,81,League,,Map,"Synthesised Map",replica,1x1,,1,,,,https://poedb.tw/us/Replica_Cortex,https://www.poewiki.net/wiki/Replica_Cortex,,,,,,,N/A,N/A,,,
"Replica Covenant",2,49,League,,"Body Armour","Spidersilk Robe",,2x3,,1,,,,https://poedb.tw/us/Replica_Covenant,https://www.poewiki.net/wiki/Replica_Covenant,,,,,,,N/A,N/A,,,
"Replica Doedre's Damning",3,5,League,,Ring,"Paua Ring",replica,1x1,,1,,,,https://poedb.tw/us/Replica_Doedres_Damning,https://www.poewiki.net/wiki/Replica_Doedre%27s_Damning,,,,,,,N/A,N/A,,,
"Replica Dragonfang's Flight",3,56,T3,,Amulet,"Onyx Amulet",,1x1,,1,,,,https://poedb.tw/us/Replica_Dragonfangs_Flight,https://www.poewiki.net/wiki/Replica_Dragonfang%27s_Flight,,,,,,,N/A,N/A,,,
"Replica Dreamfeather",3,66,League,,Sword,"Eternal Sword",replica,2x3,,1,,,,https://poedb.tw/us/Replica_Dreamfeather,https://www.poewiki.net/wiki/Replica_Dreamfeather,,,,,,,N/A,N/A,,,
"Replica Duskdawn",0,64,League,,Staff,"Maelstrom Staff",replica,2x4,,1,,,,https://poedb.tw/us/Replica_Duskdawn,https://www.poewiki.net/wiki/Replica_Duskdawn,,,,,,,N/A,N/A,,,
"Replica Earendel's Embrace",3,35,League,,Mace,"Grinning Fetish",replica,2x3,,1,,,,https://poedb.tw/us/Replica_Earendels_Embrace,https://www.poewiki.net/wiki/Replica_Earendel%27s_Embrace,,,,,,,N/A,N/A,,,
"Replica Emberwake",2,16,League,,Ring,"Ruby Ring",replica,1x1,,1,,,,https://poedb.tw/us/Replica_Emberwake,https://www.poewiki.net/wiki/Replica_Emberwake,,,,,,,N/A,N/A,,,
"Replica Eternity Shroud",1,65,League,,"Body Armour","Blood Raiment",elderreplica,2x3,,1,,,,https://poedb.tw/us/Replica_Eternity_Shroud,https://www.poewiki.net/wiki/Replica_Eternity_Shroud,,,,,,,N/A,N/A,,,
"Replica Farrul's Fur",1,69,League,,"Body Armour","Triumphant Lamellar",replica,2x3,,1,,,,https://poedb.tw/us/Replica_Farruls_Fur,https://www.poewiki.net/wiki/Replica_Farrul%27s_Fur,,,,,,,N/A,N/A,,,
"Replica Fencoil",4,4,League,,Staff,"Gnarled Branch",replica,1x4,,1,,,,https://poedb.tw/us/Replica_Fencoil,https://www.poewiki.net/wiki/Replica_Fencoil,,,,,,,N/A,N/A,,,
"Replica Fragility",3,20,League,,Jewel,"Crimson Jewel",,1x1,,1,,,,https://poedb.tw/us/Replica_Fragility,https://www.poewiki.net/wiki/Replica_Fragility,,,,,,,N/A,N/A,,,
"Replica Frostbreath",2,50,League,,Mace,"Ornate Mace",replica,2x3,,1,,,,https://poedb.tw/us/Replica_Frostbreath,https://www.poewiki.net/wiki/Replica_Frostbreath,,,,,,,N/A,N/A,,,
"Replica Grip of the Council",3,60,League,,Gloves,"Arcanist Gloves",replica,2x2,,1,,,,https://poedb.tw/us/Replica_Grip_of_the_Council,https://www.poewiki.net/wiki/Replica_Grip_of_the_Council,,,,,,,N/A,N/A,,,
"Replica Harvest",3,37,League,,Axe,"Jasper Chopper",replica,2x4,,1,,,,https://poedb.tw/us/Replica_Harvest,https://www.poewiki.net/wiki/Replica_Harvest,,,,,,,N/A,N/A,,,
"Replica Headhunter",0,40,League,,Belt,"Leather Belt",replica,2x1,,1,,,,https://poedb.tw/us/Replica_Headhunter,https://www.poewiki.net/wiki/Replica_Headhunter,,,,,,,N/A,N/A,,,
"Replica Heartbreaker",3,50,League,,Dagger,"Royal Skean",replica,1x3,,1,,,,https://poedb.tw/us/Replica_Heartbreaker,https://www.poewiki.net/wiki/Replica_Heartbreaker,,,,,,,N/A,N/A,,,
"Replica Heatshiver",3,20,League,,Helmet,"Leather Hood",,2x2,,1,,,,https://poedb.tw/us/Replica_Heatshiver,https://www.poewiki.net/wiki/Replica_Heatshiver,,,,,,,N/A,N/A,,,
"Replica Hinekora's Sight",3,44,League,,Amulet,"Onyx Amulet",,1x1,,1,,,,https://poedb.tw/us/Replica_Hinekoras_Sight,https://www.poewiki.net/wiki/Replica_Hinekora%27s_Sight,,,,,,,N/A,N/A,,,
"Replica Hyrri's Ire",2,65,League,,"Body Armour","Zodiac Leather",,2x3,,1,,,,https://poedb.tw/us/Replica_Hyrris_Ire,https://www.poewiki.net/wiki/Replica_Hyrri%27s_Ire,,,,,,,N/A,N/A,,,
"Replica Hyrri's Truth",2,7,League,,Amulet,"Jade Amulet",replica,1x1,,1,,,,https://poedb.tw/us/Replica_Hyrris_Truth,https://www.poewiki.net/wiki/Replica_Hyrri%27s_Truth,,,,,,,N/A,N/A,,,
"Replica Infractem",3,53,League,,Bow,"Decimation Bow",replica,2x4,,1,,,,https://poedb.tw/us/Replica_Infractem,https://www.poewiki.net/wiki/Replica_Infractem,,,,,,,N/A,N/A,,,
"Replica Innsbury Edge",3,47,League,,Sword,"Elder Sword",replica,2x3,,1,,,,https://poedb.tw/us/Replica_Innsbury_Edge,https://www.poewiki.net/wiki/Replica_Innsbury_Edge,,,,,,,N/A,N/A,,,
"Replica Inya's Epiphany",3,61,League,,Boots,"Arcanist Slippers",replica,2x2,,1,,,,https://poedb.tw/us/Replica_Inyas_Epiphany,https://www.poewiki.net/wiki/Replica_Inya%27s_Epiphany,,,,,,,N/A,N/A,,,
"Replica Iron Commander",3,32,League,,Bow,"Death Bow",replica,2x4,,1,,,,https://poedb.tw/us/Replica_Iron_Commander,https://www.poewiki.net/wiki/Replica_Iron_Commander,,,,,,,N/A,N/A,,,
"Replica Kalisa's Grace",3,47,League,,Gloves,"Samite Gloves",replica,2x2,,1,,,,https://poedb.tw/us/Replica_Kalisas_Grace,https://www.poewiki.net/wiki/Replica_Kalisa%27s_Grace,,,,,,,N/A,N/A,,,
"Replica Kaom's Heart",2,68,League,,"Body Armour","Glorious Plate",replica,2x3,,1,,,,https://poedb.tw/us/Replica_Kaoms_Heart,https://www.poewiki.net/wiki/Replica_Kaom%27s_Heart,,,,,,,N/A,N/A,,,
"Replica Karui Ward",3,7,League,,Amulet,"Jade Amulet",replica,1x1,,1,,,,https://poedb.tw/us/Replica_Karui_Ward,https://www.poewiki.net/wiki/Replica_Karui_Ward,,,,,,,N/A,N/A,,,
"Replica Kongor's Undying Rage",0,67,League,,Mace,"Terror Maul",replica,2x4,,1,,,,https://poedb.tw/us/Replica_Kongors_Undying_Rage,https://www.poewiki.net/wiki/Replica_Kongor%27s_Undying_Rage,,,,,,,N/A,N/A,,,
"Replica Last Resort",4,3,League,,Claw,"Nailed Fist",replica,2x2,,1,,,,https://poedb.tw/us/Replica_Last_Resort,https://www.poewiki.net/wiki/Replica_Last_Resort,,,,,,,N/A,N/A,,,
"Replica Lavianga's Spirit",3,50,League,,Flask,"Sanctified Mana Flask",replica,1x2,,1,,,,https://poedb.tw/us/Replica_Laviangas_Spirit,https://www.poewiki.net/wiki/Replica_Lavianga%27s_Spirit,,,,,,,N/A,N/A,,,
"Replica Leer Cast",4,28,League,,Helmet,"Festival Mask",replica,2x2,,1,,,,https://poedb.tw/us/Replica_Leer_Cast,https://www.poewiki.net/wiki/Replica_Leer_Cast,,,,,,,N/A,N/A,,,
"Replica Lioneye's Paws",3,30,League,,Boots,"Bronzescale Boots",replica,2x2,,1,,,,https://poedb.tw/us/Replica_Lioneyes_Paws,https://www.poewiki.net/wiki/Replica_Lioneye%27s_Paws,,,,,,,N/A,N/A,,,
"Replica Loreweave",2,64,League,,"Body Armour","Elegant Ringmail",replica,2x3,,1,,,,https://poedb.tw/us/Replica_Loreweave,https://www.poewiki.net/wiki/Replica_Loreweave,,,,,,,N/A,N/A,,,
